,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,total coaching improved,csat,sin(csat),cos(csat),Tuesday_multiply_Thursday,Monday_multiply_Saturday,Sunday_multiply_Friday,Friday_multiply_Saturday,actualvalue_class
157,100.0,98.61111450195312,92.07052148541928,100.0,94.95555877685547,92.85713958740234,94.04750061035156,2.6434090397012393,-0.22197978,0.011554088,1.1592597,8817.301575942256,9079.176736453215,10000.0,9207.052148541929,0
332,90.625,100.0,96.42749786376953,94.25882929395787,88.88888549804688,95.625,97.77777862548828,2.0,-0.7414864,-1.1887453,1.0719504,8499.999675750732,9642.749786376953,8542.206404764933,8738.741993904114,0
400,100.0,93.4235397490147,87.45999908447266,88.65314448738438,96.43000030517578,100.0,95.78978078608769,2.0,-0.6268473,-0.98873705,1.2421893,9643.000030517578,8170.82270091702,8865.314448738438,8745.999908447266,1
382,97.64286041259766,97.01777648925781,91.04571533203125,94.01249694824219,93.90668417245791,88.11000061035156,93.33000183105469,5.0,-0.10296908,0.34582558,0.95958763,8274.11799975136,8833.052860387601,9179.649116556975,8889.96407333063,0
103,86.39286041259766,87.5,100.0,93.33399963378906,91.52034132460601,97.61856842041016,98.62300818477124,1.0,-0.98476064,-1.490854,0.47675413,8934.084701455342,8750.0,8063.391202111379,8639.286041259766,1
29,88.47250366210938,97.77777862548828,92.60142517089844,96.875,100.0,98.41222381591797,100.80416682943046,2.0,-1.000259,-1.5044837,0.43119916,9841.222381591797,9054.361650764826,8570.773792266846,8192.67992754886,1
124,93.46727045624212,91.66625213623047,95.57714080810547,98.41285705566406,96.09835798846589,96.28333282470703,93.19499969482422,1.0,0.33154652,1.2188786,-0.058917273,9252.670186111305,8761.198287775798,9198.381126793249,8933.33446934553,0
427,91.5374984741211,92.60602757325346,92.70874786376953,94.42497961196169,95.7387466430664,94.97777557373047,94.04750061035156,1.0,-1.1075193,-1.5800049,0.1041784,9093.053192375402,8585.388860954045,8643.42642714886,8486.32686611748,1
243,94.4433364868164,98.14833068847656,94.62400754895693,100.0,97.5,93.55999755859375,100.0,1.0,0.024416097,0.67779875,0.6894043,9122.09976196289,9287.188383983927,9444.33364868164,8936.606984677195,1
258,90.42713928222656,92.78375244140625,91.53194626384841,92.8550033569336,94.43111419677734,95.44625091552734,84.70999908447266,5.0,-0.030482536,0.53977436,0.8115229,9013.095819858427,8492.67744262501,8396.61232160905,8276.972053574298,1
341,100.0,80.09222412109375,97.91666412353516,98.33333587646484,97.91012047511019,94.83999633789062,99.26662479948884,1.0,0.6328948,1.2506975,-0.7064125,9285.795467301881,7842.363408172037,9833.333587646484,9791.666412353516,0
